rental_type,complex_name,district,address,address_norm,house_type,building_form,completion_year,unit_type,area_exclusive_m2,room_count,household_count,unit_count,elevator,parking_count,heating_type,eligibility_summary,supply_class,income_bracket,household_size,protection_type,unit_no,priority_rank,deposit_krw,rent_krw,lat,lon,geocode_precision,geocode_shift_m,pnu,anchor_lat,anchor_lon,anchor_dist_m,anchor_score,hospital_dist_m,hospital_score,library_dist_m,library_score,mart_dist_m,mart_score,park_dist_m,park_score,sports_dist_m,sports_score,subway_dist_m,subway_score,daycare_dist_m,daycare_score,kindergarten_dist_m,kindergarten_score,elementary_dist_m,elementary_score,middle_school_dist_m,middle_school_score,high_school_dist_m,high_school_score,cafe_cnt_750m,cafe_score,convenience_cnt_750m,convenience_score,gym_cnt_750m,gym_score,laundry_cnt_750m,laundry_score,vet_cnt_750m,vet_score,study_cafe_cnt_750m,study_cafe_score,restaurant_cnt_750m,restaurant_score,bakery_cnt_750m,bakery_score,hair_salon_cnt_750m,hair_salon_score,pharmacy_cnt_750m,pharmacy_score,store_total_750m,noise_store_750m,noise_ratio,bustle_pct,noise_pct,vibe_t,vibe_score
매입임대,광안동,수영구,부산광역시 수영구 수영로618번길 73-1(광안동),부산광역시 수영구 수영로618번길 73-1,단독주택,,1988,,70.3,3,3,1,미설치,0,,무주택 일반,,,,,201,,3866000,53000,35.1604313,129.1178945,Google 건물번지,97,2.65001E+18,,,,,557,1,1521,1,540,1,810,0.968,1628,0.5659,665,1,510,0.856,480,1,491,1,437,1,1858,0.5045,87,0.9231,37,0.8846,13,0.7692,21,0.8205,0,0,7,0.9487,455,0.8718,25,0.8846,110,0.8462,1,0.859,1728,203,0.1175,0.9231,0.641,,
매입임대,광안동,수영구,부산광역시 수영구 수영로618번길 73-1(광안동),부산광역시 수영구 수영로618번길 73-1,단독주택,,1988,,38.21,2,3,1,미설치,0,,무주택 일반,,,,,102,,3866000,53000,35.1604313,129.1178945,Google 건물번지,97,2.65001E+18,,,,,557,1,1521,1,540,1,810,0.968,1628,0.5659,665,1,510,0.856,480,1,491,1,437,1,1858,0.5045,87,0.9231,37,0.8846,13,0.7692,21,0.8205,0,0,7,0.9487,455,0.8718,25,0.8846,110,0.8462,1,0.859,1728,203,0.1175,0.9231,0.641,,
매입임대,광안동,수영구,부산광역시 수영구 수영로618번길 73-1(광안동),부산광역시 수영구 수영로618번길 73-1,단독주택,,1988,,55.95,3,3,1,미설치,0,,무주택 일반,,,,,101,,3866000,53000,35.1604313,129.1178945,Google 건물번지,97,2.65001E+18,,,,,557,1,1521,1,540,1,810,0.968,1628,0.5659,665,1,510,0.856,480,1,491,1,437,1,1858,0.5045,87,0.9231,37,0.8846,13,0.7692,21,0.8205,0,0,7,0.9487,455,0.8718,25,0.8846,110,0.8462,1,0.859,1728,203,0.1175,0.9231,0.641,,
매입임대,광안동,수영구,부산광역시 수영구 광서로42번길 32(광안동),부산광역시 수영구 광서로42번길 32,단독주택,,1997,,45.09,2,3,1,미설치,1,,무주택 일반,,,,,101,,6900000,35000,35.1658761,129.110382,Google 건물번지,60,2.65001E+18,,,,,491,1,1083,1,700,1,674,1,1882,0.4981,518,1,308,1,243,1,240,1,657,1,743,1,73,0.8462,34,0.7436,15,0.859,20,0.7692,0,0,4,0.5385,420,0.7436,24,0.8333,97,0.6795,1,0.859,1548,215,0.1389,0.7179,0.8974,,
매입임대,광안동,수영구,부산광역시 수영구 광서로42번길 32(광안동),부산광역시 수영구 광서로42번길 32,단독주택,,1997,,89.9,3,3,1,미설치,1,,무주택 일반,,,,,201,,6900000,35000,35.1658761,129.110382,Google 건물번지,60,2.65001E+18,,,,,491,1,1083,1,700,1,674,1,1882,0.4981,518,1,308,1,243,1,240,1,657,1,743,1,73,0.8462,34,0.7436,15,0.859,20,0.7692,0,0,4,0.5385,420,0.7436,24,0.8333,97,0.6795,1,0.859,1548,215,0.1389,0.7179,0.8974,,
매입임대,,수영구,부산광역시 수영구 광서로42번길 32(광안동),부산광역시 수영구 광서로42번길 32,단독주택,,1997,,43.74,2,3,1,미설치,1,,무주택 일반,,,,,102,,,,35.1658761,129.110382,Google 건물번지,60,2.65001E+18,,,,,491,1,1083,1,700,1,674,1,1882,0.4981,518,1,308,1,243,1,240,1,657,1,743,1,73,0.8462,34,0.7436,15,0.859,20,0.7692,0,0,4,0.5385,420,0.7436,24,0.8333,97,0.6795,1,0.859,1548,215,0.1389,0.7179,0.8974,,
매입임대,,수영구,부산광역시 수영구 무학로46번길 20(광안동),부산광역시 수영구 무학로46번길 20,다세대주택,,1988,,30.96,2,4,1,미설치,0,,무주택 일반,,,,,101,,,,35.1604724,129.1185054,Google 건물번지,35,2.65001E+18,,,,,628,1,1593,1,606,1,878,0.9317,1687,0.5501,730,1,463,0.9061,510,1,494,1,443,1,1918,0.4885,89,0.9487,38,0.9487,14,0.8205,22,0.859,0,0,7,0.9487,463,0.8974,25,0.8846,103,0.7949,1,0.859,1726,210,0.1217,0.8718,0.7179,,
매입임대,광안동,수영구,부산광역시 수영구 무학로46번길 20(광안동),부산광역시 수영구 무학로46번길 20,다세대주택,,1988,,60.03,3,4,1,미설치,0,,무주택 일반,,,,,201,,3763000,42000,35.1604724,129.1185054,Google 건물번지,35,2.65001E+18,,,,,628,1,1593,1,606,1,878,0.9317,1687,0.5501,730,1,463,0.9061,510,1,494,1,443,1,1918,0.4885,89,0.9487,38,0.9487,14,0.8205,22,0.859,0,0,7,0.9487,463,0.8974,25,0.8846,103,0.7949,1,0.859,1726,210,0.1217,0.8718,0.7179,,
매입임대,광안동,수영구,부산광역시 수영구 무학로46번길 20(광안동),부산광역시 수영구 무학로46번길 20,다세대주택,,1988,,37.55,2,4,1,미설치,0,,무주택 일반,,,,,102,,3763000,42000,35.1604724,129.1185054,Google 건물번지,35,2.65001E+18,,,,,628,1,1593,1,606,1,878,0.9317,1687,0.5501,730,1,463,0.9061,510,1,494,1,443,1,1918,0.4885,89,0.9487,38,0.9487,14,0.8205,22,0.859,0,0,7,0.9487,463,0.8974,25,0.8846,103,0.7949,1,0.859,1726,210,0.1217,0.8718,0.7179,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로45번길 36-1(광안동),부산광역시 수영구 장대골로45번길 36-1,단독주택,,1995,,56.53,2,4,1,미설치,0,,무주택 일반,,,,,301,,3738000,34000,35.158209,129.1077663,Google 건물번지,37,2.65001E+18,,,,,741,1,394,1,855,0.944,446,1,753,0.9984,634,1,257,1,606,1,123,1,155,1,1311,0.7008,35,0.3974,16,0.4103,10,0.5641,13,0.2821,0,0,7,0.9487,156,0.3333,15,0.5,57,0.2821,0,0.359,754,59,0.0782,0.3333,0.1026,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로45번길 36-1(광안동),부산광역시 수영구 장대골로45번길 36-1,단독주택,,1995,,37.37,2,4,1,미설치,0,,무주택 일반,,,,,102,,3738000,34000,35.158209,129.1077663,Google 건물번지,37,2.65001E+18,,,,,741,1,394,1,855,0.944,446,1,753,0.9984,634,1,257,1,606,1,123,1,155,1,1311,0.7008,35,0.3974,16,0.4103,10,0.5641,13,0.2821,0,0,7,0.9487,156,0.3333,15,0.5,57,0.2821,0,0.359,754,59,0.0782,0.3333,0.1026,,
매입임대,,수영구,부산광역시 수영구 장대골로45번길 36-1(광안동),부산광역시 수영구 장대골로45번길 36-1,단독주택,,1995,,40.2,2,4,1,미설치,0,,무주택 일반,,,,,101,,,,35.158209,129.1077663,Google 건물번지,37,2.65001E+18,,,,,741,1,394,1,855,0.944,446,1,753,0.9984,634,1,257,1,606,1,123,1,155,1,1311,0.7008,35,0.3974,16,0.4103,10,0.5641,13,0.2821,0,0,7,0.9487,156,0.3333,15,0.5,57,0.2821,0,0.359,754,59,0.0782,0.3333,0.1026,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로45번길 36-1(광안동),부산광역시 수영구 장대골로45번길 36-1,단독주택,,1995,,64.04,3,4,1,미설치,0,,무주택 일반,,,,,201,,3738000,34000,35.158209,129.1077663,Google 건물번지,37,2.65001E+18,,,,,741,1,394,1,855,0.944,446,1,753,0.9984,634,1,257,1,606,1,123,1,155,1,1311,0.7008,35,0.3974,16,0.4103,10,0.5641,13,0.2821,0,0,7,0.9487,156,0.3333,15,0.5,57,0.2821,0,0.359,754,59,0.0782,0.3333,0.1026,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로39번길 30(광안동),부산광역시 수영구 장대골로39번길 30,단독주택,,1996,,49.5,2,3,1,미설치,0,,무주택 일반,,,,,201,,3775000,40000,35.158192,129.1087366,Google 건물번지,33,2.65001E+18,,,,,647,1,494,1,768,0.9904,331,1,764,0.9925,520,1,215,1,544,1,237,1,64,1,1354,0.6779,37,0.5,20,0.5128,12,0.7051,15,0.4872,0,0,7,0.9487,188,0.4231,15,0.5,73,0.4231,0,0.359,886,61,0.0688,0.4872,0.0256,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로39번길 30(광안동),부산광역시 수영구 장대골로39번길 30,단독주택,,1996,,33.94,2,3,1,미설치,0,,무주택 일반,,,,,102,,3775000,40000,35.158192,129.1087366,Google 건물번지,33,2.65001E+18,,,,,647,1,494,1,768,0.9904,331,1,764,0.9925,520,1,215,1,544,1,237,1,64,1,1354,0.6779,37,0.5,20,0.5128,12,0.7051,15,0.4872,0,0,7,0.9487,188,0.4231,15,0.5,73,0.4231,0,0.359,886,61,0.0688,0.4872,0.0256,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로39번길 30(광안동),부산광역시 수영구 장대골로39번길 30,단독주택,,1996,,24.55,1,3,1,미설치,0,,무주택 일반,,,,,101,,3775000,40000,35.158192,129.1087366,Google 건물번지,33,2.65001E+18,,,,,647,1,494,1,768,0.9904,331,1,764,0.9925,520,1,215,1,544,1,237,1,64,1,1354,0.6779,37,0.5,20,0.5128,12,0.7051,15,0.4872,0,0,7,0.9487,188,0.4231,15,0.5,73,0.4231,0,0.359,886,61,0.0688,0.4872,0.0256,,
매입임대,광안동,수영구,부산광역시 수영구 광일로29번가길 78-6(광안동),부산광역시 수영구 광일로29번가길 78-6,단독주택,,1988,,42.92,2,3,1,미설치,0,,무주택 일반,,,,,101,,3884000,41000,35.1611509,129.1066571,Google 건물번지,241,2.65001E+18,,,,,770,1,281,1,822,0.9616,712,1,1178,0.7717,893,0.9237,65,1,240,1,434,1,546,1,870,0.936,28,0.2949,14,0.3205,11,0.6538,10,0.2308,0,0,6,0.7949,149,0.3077,10,0.2564,52,0.2564,0,0.359,654,55,0.0841,0.2564,0.1795,,
매입임대,광안동,수영구,부산광역시 수영구 광일로29번가길 78-6(광안동),부산광역시 수영구 광일로29번가길 78-6,단독주택,,1988,,76.28,4,3,1,미설치,0,,무주택 일반,,,,,201,,3884000,41000,35.1611509,129.1066571,Google 건물번지,241,2.65001E+18,,,,,770,1,281,1,822,0.9616,712,1,1178,0.7717,893,0.9237,65,1,240,1,434,1,546,1,870,0.936,28,0.2949,14,0.3205,11,0.6538,10,0.2308,0,0,6,0.7949,149,0.3077,10,0.2564,52,0.2564,0,0.359,654,55,0.0841,0.2564,0.1795,,
매입임대,광안동,수영구,부산광역시 수영구 광일로29번가길 78-6(광안동),부산광역시 수영구 광일로29번가길 78-6,단독주택,,1988,,45.64,2,3,1,미설치,0,,무주택 일반,,,,,102,,3884000,41000,35.1611509,129.1066571,Google 건물번지,241,2.65001E+18,,,,,770,1,281,1,822,0.9616,712,1,1178,0.7717,893,0.9237,65,1,240,1,434,1,546,1,870,0.936,28,0.2949,14,0.3205,11,0.6538,10,0.2308,0,0,6,0.7949,149,0.3077,10,0.2564,52,0.2564,0,0.359,654,55,0.0841,0.2564,0.1795,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로 69(광안동),부산광역시 수영구 장대골로 69,단독주택,,1991,,53.6,3,4,1,미설치,0,,무주택 일반,,,,,202,,6597000,41000,35.1597649,129.1059366,Google 건물번지,186,2.65001E+18,,,,,867,1,111,1,946,0.8955,696,1,992,0.8709,889,0.9259,218,1,431,1,253,1,446,1,1039,0.8459,29,0.3333,13,0.2436,10,0.5641,7,0.1667,0,0,4,0.5385,114,0.2308,10,0.2564,40,0.0769,0,0.359,548,40,0.073,0.2051,0.0513,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로 69(광안동),부산광역시 수영구 장대골로 69,단독주택,,1991,,57.96,3,4,1,미설치,0,,무주택 일반,,,,,201,,6597000,41000,35.1597649,129.1059366,Google 건물번지,186,2.65001E+18,,,,,867,1,111,1,946,0.8955,696,1,992,0.8709,889,0.9259,218,1,431,1,253,1,446,1,1039,0.8459,29,0.3333,13,0.2436,10,0.5641,7,0.1667,0,0,4,0.5385,114,0.2308,10,0.2564,40,0.0769,0,0.359,548,40,0.073,0.2051,0.0513,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로 69(광안동),부산광역시 수영구 장대골로 69,단독주택,,1991,,98.89,5,4,1,미설치,0,,무주택 일반,,,,,102,,6597000,41000,35.1597649,129.1059366,Google 건물번지,186,2.65001E+18,,,,,867,1,111,1,946,0.8955,696,1,992,0.8709,889,0.9259,218,1,431,1,253,1,446,1,1039,0.8459,29,0.3333,13,0.2436,10,0.5641,7,0.1667,0,0,4,0.5385,114,0.2308,10,0.2564,40,0.0769,0,0.359,548,40,0.073,0.2051,0.0513,,
매입임대,광안동,수영구,부산광역시 수영구 장대골로 69(광안동),부산광역시 수영구 장대골로 69,단독주택,,1991,,49.27,2,4,1,미설치,0,,무주택 일반,,,,,101,,6597000,41000,35.1597649,129.1059366,Google 건물번지,186,2.65001E+18,,,,,867,1,111,1,946,0.8955,696,1,992,0.8709,889,0.9259,218,1,431,1,253,1,446,1,1039,0.8459,29,0.3333,13,0.2436,10,0.5641,7,0.1667,0,0,4,0.5385,114,0.2308,10,0.2564,40,0.0769,0,0.359,548,40,0.073,0.2051,0.0513,,
매입임대,,수영구,부산광역시 수영구 연수로382번길 77(광안동),부산광역시 수영구 연수로382번길 77,단독주택,,1991,,76.13,3,5,1,미설치,0,,무주택 일반,,,,,201,,,,35.1670061,129.1097721,Google 건물번지,235,2.65001E+18,,,,,545,1,1082,1,876,0.9328,533,1,2004,0.4656,627,1,468,0.9008,359,1,357,1,533,1,658,1,64,0.641,31,0.7179,15,0.859,18,0.6538,0,0,5,0.6538,372,0.6154,20,0.6154,100,0.7179,1,0.859,1438,205,0.1426,0.641,0.9487,,
매입임대,,수영구,부산광역시 수영구 연수로382번길 77(광안동),부산광역시 수영구 연수로382번길 77,단독주택,,1991,,36.92,2,5,1,미설치,0,,무주택 일반,,,,,102,,,,35.1670061,129.1097721,Google 건물번지,235,2.65001E+18,,,,,545,1,1082,1,876,0.9328,533,1,2004,0.4656,627,1,468,0.9008,359,1,357,1,533,1,658,1,64,0.641,31,0.7179,15,0.859,18,0.6538,0,0,5,0.6538,372,0.6154,20,0.6154,100,0.7179,1,0.859,1438,205,0.1426,0.641,0.9487,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,15.39,1,26,1,설치,13,,무주택 일반,,,,,302,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,20.7,1,26,1,설치,13,,무주택 일반,,,,,203,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,16.98,1,26,1,설치,13,,무주택 일반,,,,,506,1,16157000,73000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,19.58,1,26,1,설치,13,,무주택 일반,,,,,504,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,15.39,1,26,1,설치,13,,무주택 일반,,,,,502,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,19.58,1,26,1,설치,13,,무주택 일반,,,,,404,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,15.39,1,26,1,설치,13,,무주택 일반,,,,,402,1,16157000,73000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,16.01,1,26,1,설치,13,,무주택 일반,,,,,305,,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,15.29,1,26,1,설치,13,,무주택 일반,,,,,206,1,16157000,73000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,16.01,1,26,1,설치,13,,무주택 일반,,,,,205,1,16157000,73000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,센텀뷰,수영구,"부산광역시 수영구 망미번영로91번길 14(망미동,센텀뷰)",부산광역시 수영구 망미번영로91번길 14,다세대주택,,2018,,19.09,1,26,1,설치,13,,무주택 일반,,,,,204,2,12398000,98000,35.1756383,129.1107021,Google 건물번지,16,2.65001E+18,,,,,1339,1,752,1,683,1,590,1,1537,0.5901,339,1,494,0.8731,139,1,469,1,867,0.9376,1159,0.7819,37,0.5,19,0.4744,6,0.3846,16,0.5641,0,0,1,0.1795,229,0.4872,14,0.4487,96,0.641,0,0.359,1003,96,0.0957,0.5128,0.4615,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,22.76,2,16,1,미설치,8,,무주택 일반,,,,,202,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,22.72,2,16,1,미설치,8,,무주택 일반,,,,,504,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,25.21,2,16,1,미설치,8,,무주택 일반,,,,,503,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,17.43,1,16,1,미설치,8,,무주택 일반,,,,,502,2,2000000,157000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,15.51,1,16,1,미설치,8,,무주택 일반,,,,,501,2,2000000,157000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,22.72,2,16,1,미설치,8,,무주택 일반,,,,,404,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,23.09,2,16,1,미설치,8,,무주택 일반,,,,,403,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,22.76,2,16,1,미설치,8,,무주택 일반,,,,,402,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,15.51,1,16,1,미설치,8,,무주택 일반,,,,,401,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
매입임대,두산킹덤,수영구,"부산광역시 수영구 광일로20번길 20-25(광안동,두산킹덤)",부산광역시 수영구 광일로20번길 20-25,다세대주택,,2010,,22.72,2,16,1,미설치,8,,무주택 일반,,,,,304,,2300000,112000,35.1636496,129.111726,Google 건물번지,64,2.65001E+18,,,,,439,1,970,1,349,1,777,0.9856,1612,0.5701,443,1,78,1,320,1,316,1,856,0.9435,1000,0.8667,70,0.7821,37,0.8846,18,0.9487,18,0.6538,0,0,6,0.7949,436,0.8205,21,0.6795,105,0.8205,1,0.859,1583,221,0.1396,0.7949,0.9231,,
